iter	MultiClass
303	0.3607368403
304	0.3603840751
305	0.3602640938
306	0.3601047018
307	0.3599418845
308	0.3596002644
309	0.3594365624
310	0.3593263981
311	0.3592647205
312	0.3591486197
313	0.3589150938
314	0.3585306293
315	0.3584414546
316	0.3584228713
317	0.358231845
318	0.3578629405
319	0.3577850437
320	0.3576148185
321	0.3574963149
322	0.3574717852
323	0.3573864691
324	0.3572704779
325	0.357027642
326	0.3570048453
327	0.3569254148
328	0.3568576135
329	0.3565131528
330	0.3563777285
331	0.3561880983
332	0.356069389
333	0.356011338
334	0.3557040214
335	0.3555550521
336	0.3553585064
337	0.3551340083
338	0.3550928753
339	0.3548549853
340	0.3547531503
341	0.3546311017
342	0.3545093669
343	0.3544225846
344	0.3542329445
345	0.3540976874
346	0.3539659654
347	0.3538574561
348	0.3537669253
349	0.353719257
350	0.3536568803
351	0.3535691789
352	0.3535048065
353	0.3533690371
354	0.3533171252
355	0.3532718306
356	0.353204155
357	0.3530497526
358	0.3529413011
359	0.3527468888
360	0.3525292841
361	0.3524310039
362	0.3523142289
363	0.3521443393
364	0.3521083074
365	0.3519561336
366	0.3518994252
367	0.3517557826
368	0.351624296
369	0.3514482376
370	0.3513127687
371	0.351279407
372	0.3512423661
373	0.3510688931
374	0.3509531698
375	0.3509462416
376	0.3508168226
377	0.3507612305
378	0.350616985
379	0.350605171
380	0.350484883
381	0.3503868597
382	0.3502995654
383	0.350231724
384	0.3500580903
385	0.3499312451
386	0.3498158257
387	0.3497487807
388	0.3496409727
389	0.3495473043
390	0.3493597497
391	0.3492760973
392	0.3491179007
393	0.3488877292
394	0.3488320964
395	0.3487871031
396	0.3486984375
397	0.3486652802
398	0.3484663742
399	0.3483963156
400	0.3482580809
401	0.3481771063
402	0.3480413342
403	0.3478748445
404	0.3478088221
405	0.3477125843
406	0.3477083912
407	0.3476238668
408	0.3476034731
409	0.3472726592
410	0.3471926848
411	0.3470408601
412	0.3470129601
413	0.3467544475
414	0.3466230929
415	0.3464241698
416	0.3463082129
417	0.3462379617
418	0.346176472
419	0.3460539356
420	0.3459026622
421	0.3458312463
422	0.345690564
423	0.3455428344
424	0.3454146726
425	0.3453538689
426	0.3452984402
427	0.3451689319
428	0.3450024722
429	0.344895572
430	0.3447713283
431	0.3443859532
432	0.3442351089
433	0.3441527684
434	0.3439018051
435	0.343834752
436	0.3437970958
437	0.3437502949
438	0.3436824432
439	0.3435759617
440	0.3434018116
441	0.3432447232
442	0.343120084
443	0.3429242685
444	0.3427720513
445	0.3426552979
446	0.342526517
447	0.3423355577
448	0.3421674075
449	0.3419825148
450	0.3419317936
451	0.3418234478
452	0.3417470311
453	0.3416632787
454	0.3414338033
455	0.3413016742
456	0.3410655593
457	0.3410466189
458	0.3408833543
459	0.3407366172
460	0.3405959205
461	0.3404954689
462	0.3403919977
463	0.3402582582
464	0.3401902938
465	0.339975952
466	0.3397702234
467	0.3397260128
468	0.3396616759
469	0.3395996127
470	0.3395103249
471	0.3394098111
472	0.3392928359
473	0.3392163815
474	0.3388786131
475	0.3388143704
476	0.3387226774
477	0.3385227134
478	0.3383536033
479	0.3381860751
480	0.3380859541
481	0.3380376566
482	0.3379949135
483	0.3378049763
484	0.3377288862
485	0.3376362559
486	0.337451029
487	0.3374147647
488	0.3373545697
489	0.3373026147
490	0.3372613342
491	0.3371837948
492	0.3370736421
493	0.3370554676
494	0.3369661684
495	0.3367906232
496	0.3366749985
497	0.3365441117
498	0.3363879752
499	0.3362869817
500	0.3361627169
501	0.3359679034
502	0.3359479694
503	0.3358547591
504	0.3356973546
505	0.3355382812
506	0.3354418003
507	0.335175326
508	0.3351039514
509	0.3349524108
510	0.3348723372
511	0.3348599654
512	0.3347010866
513	0.3346150368
514	0.3344849822
515	0.3344226462
516	0.3343918695
517	0.3343028386
518	0.3340652244
519	0.3340014912
520	0.3339284586
521	0.333739454
522	0.3336400491
523	0.3336377407
524	0.3335159078
525	0.3333510482
526	0.3332256043
527	0.3331874771
528	0.3331421173
529	0.3330585747
530	0.3329870755
531	0.3329271865
532	0.3328588273
533	0.3328049068
534	0.3327749805
535	0.3326747895
536	0.33255714
537	0.3324482682
538	0.3323877359
539	0.332187853
540	0.3317434638
541	0.3315488843
542	0.3314346064
543	0.3313910631
544	0.3312728077
545	0.3309462991
546	0.3308960467
547	0.3308354541
548	0.3307838472
549	0.3305797494
550	0.3304991701
551	0.33041496
552	0.3303484139
553	0.3302564718
554	0.330001018
555	0.3296134234
556	0.3293957906
557	0.3292917806
558	0.3290909432
559	0.3290197164
560	0.3288354416
561	0.3287328931
562	0.3286281846
563	0.32859378
564	0.3283984061
565	0.3281999933
566	0.3281463432
567	0.3280380779
568	0.3279266422
569	0.3275897326
570	0.3275329052
571	0.3274679361
572	0.327418202
573	0.3272965226
574	0.3272271281
575	0.3270596748
576	0.3267727506
577	0.3266520366
578	0.3265820107
579	0.3263727525
580	0.3262954821
581	0.3262437562
582	0.3261344379
583	0.3259517868
584	0.3258564605
585	0.3258256621
586	0.3257035091
587	0.3256232061
588	0.3254522723
589	0.3254015179
590	0.3252075524
591	0.3251053149
592	0.3248573916
593	0.324732668
594	0.3245973851
595	0.3245115187
596	0.3244360603
597	0.3242814412
598	0.3241899464
599	0.3240571774
600	0.3239353424
601	0.3238121255
602	0.3236720244
603	0.3235430957
604	0.323481965
605	0.3233718371
606	0.3233383616
607	0.3232689027
608	0.3231430191
609	0.3230046794
610	0.322938895
611	0.3229087269
612	0.3228353529
613	0.3224398991
614	0.3223564219
615	0.3222341397
616	0.3220714536
617	0.3220026256
618	0.321937696
619	0.3218686666
620	0.3216131009
621	0.3214353139
622	0.3213316202
623	0.3211786283
624	0.3210273989
625	0.3209983974
626	0.3209324392
627	0.3208412766
628	0.3207363038
629	0.3206612288
630	0.3205986085
631	0.3204335266
632	0.3200911756
633	0.3199075363
634	0.3196811099
635	0.3195363525
636	0.3194112112
637	0.3192885293
638	0.3191533022
639	0.31901376
640	0.3188503066
641	0.3187116763
642	0.318645788
643	0.3185482466
644	0.3185215931
645	0.3182726847
646	0.3181787329
647	0.3180667014
648	0.3179707834
649	0.3179295073
650	0.3179053225
651	0.3178666358
652	0.3177535967
653	0.3176943553
654	0.317656154
655	0.3175325839
656	0.317426533
657	0.3173045908
658	0.3171668745
659	0.3169967595
660	0.3169598553
661	0.316847352
662	0.3166691007
663	0.3165416142
664	0.3164235047
665	0.3163716674
666	0.3162478188
667	0.3162040952
668	0.3160010583
669	0.3156792397
670	0.3156037733
671	0.3155528382
672	0.3153717085
673	0.3153056256
674	0.3151480979
675	0.314841866
676	0.3147258023
677	0.3145780352
678	0.3145245285
679	0.3144085582
680	0.3143561275
681	0.3141871607
682	0.3141341577
683	0.3139853056
684	0.3138308326
685	0.3137513377
686	0.3136565352
687	0.3135968891
688	0.3135496564
689	0.3134455407
690	0.3133972356
691	0.3132617416
692	0.3131296545
693	0.3130465444
694	0.3129377158
695	0.3128620602
696	0.3127559411
697	0.3127078021
698	0.3126274615
699	0.3125994643
700	0.3125768511
701	0.3125251092
702	0.3124274442
703	0.3121421656
704	0.312062061
705	0.3120237446
706	0.3118533502
707	0.3117335375
708	0.3115335802
709	0.3114001281
710	0.3113587248
711	0.3112397075
712	0.3111452698
713	0.3110990333
714	0.3108466711
715	0.3107828088
716	0.3105887004
717	0.3105458121
718	0.3104561451
719	0.3104384423
720	0.3103397142
721	0.3102912983
722	0.310031002
723	0.3098257501
724	0.3096752236
725	0.3096185535
726	0.3094405873
727	0.3093638842
728	0.3092809532
729	0.3091949029
730	0.3090723285
731	0.3088269958
732	0.3086157972
733	0.3085396734
734	0.3083541936
735	0.3082447843
736	0.3080050946
737	0.3078343756
738	0.3077643027
739	0.3076516946
740	0.3076194202
741	0.3075826528
742	0.3075500401
743	0.3073716194
744	0.3071434592
745	0.306850773
746	0.3067668449
747	0.3065577934
748	0.3064970526
749	0.3063012026
750	0.3061704536
751	0.3060968267
752	0.3060286823
753	0.3059891298
754	0.305904131
755	0.3058433308
756	0.305772447
757	0.3056064333
758	0.3055042484
759	0.3053095346
760	0.3050720653
761	0.3049654056
762	0.3049295973
763	0.3048208189
764	0.3046842612
765	0.3046475923
766	0.3045346668
767	0.3044340801
768	0.3042554494
769	0.3042438967
770	0.3039809728
771	0.3038723505
772	0.3037880781
773	0.3036930458
774	0.3036206965
775	0.3035123987
776	0.3034058231
777	0.3030907575
778	0.3030265615
779	0.3029855917
780	0.3028780102
781	0.302795983
782	0.3027239473
783	0.3026323783
784	0.3024972788
785	0.3024377698
786	0.3023060857
787	0.3022845026
788	0.3021279738
789	0.3019731382
790	0.3019245727
791	0.3018656811
792	0.3017222649
793	0.3014592949
794	0.3013028885
795	0.3011362897
796	0.3011014583
797	0.3010419646
798	0.3008501024
799	0.3007840182
800	0.3007226795
801	0.3005453015
802	0.3004211652
803	0.300367508
804	0.3001908623
805	0.2999997434
806	0.2998388339
807	0.2997268171
808	0.2996060983
809	0.2995269605
810	0.29944228
811	0.2992999101
812	0.2990174214
813	0.2989583023
814	0.2988980924
815	0.2988408418
816	0.2986398985
817	0.2984112806
818	0.2982972921
819	0.2980527339
820	0.2979740672
821	0.2978860984
822	0.2977862303
823	0.2977107263
824	0.2974908698
825	0.2974503086
826	0.2972044093
827	0.2971506816
828	0.2970526402
829	0.2969733692
830	0.2968461862
831	0.2965671622
832	0.2965020987
833	0.2963951929
834	0.2963486898
835	0.2963265909
836	0.296306113
837	0.2962676682
838	0.2961236993
839	0.2960278016
840	0.2959275107
841	0.2958069331
842	0.2956999406
843	0.295556404
844	0.2953182029
845	0.2952107475
846	0.2950785256
847	0.2950092388
848	0.2947942792
849	0.2945758376
850	0.2945560104
851	0.2944295729
852	0.2943504656
853	0.2942801947
854	0.2941677131
855	0.2940155701
856	0.2938172571
857	0.2937518736
858	0.2936887081
859	0.2936280685
860	0.2935964141
861	0.2935022627
862	0.2934001297
863	0.2932797041
864	0.2931701942
865	0.2930837141
866	0.2930324541
867	0.292986211
868	0.2929495275
869	0.2929034392
870	0.2927861879
871	0.2926912024
872	0.2926011333
873	0.2925200588
874	0.292418369
875	0.2923600689
876	0.2922248004
877	0.2921908875
878	0.2920517521
879	0.291934345
880	0.2918599967
881	0.2917229113
882	0.2916259721
883	0.2914630048
884	0.2913527833
885	0.2912283241
886	0.2911682129
887	0.2911205434
888	0.2909041604
889	0.2908245882
890	0.2906138585
891	0.2905437649
892	0.2904905687
893	0.2903774216
894	0.2903107742
895	0.2901792592
896	0.2900435687
897	0.2899344075
898	0.2898542922
899	0.2897256171
900	0.289512654
901	0.2894253834
902	0.2892173148
903	0.2890892529
904	0.2887301459
905	0.2885485413
906	0.2885247421
907	0.2884608109
908	0.2883565165
909	0.2880166588
910	0.2879994167
911	0.2878593848
912	0.2875928672
913	0.2874816947
914	0.2873232512
915	0.2872728213
916	0.2871858883
917	0.2870958614
918	0.2869860895
919	0.286880095
920	0.2868044476
921	0.2866425938
922	0.2865061661
923	0.2863551205
924	0.2862461181
925	0.2860475226
926	0.2859023065
927	0.2857443868
928	0.2857142934
929	0.2856026538
930	0.2854500267
931	0.2853702106
932	0.2851364072
933	0.2849705961
934	0.2848617972
935	0.2847029901
936	0.2845094108
937	0.2844405265
938	0.2843726427
939	0.2841353066
940	0.2840112898
941	0.2839417005
942	0.2838633426
943	0.2837114754
944	0.2835472818
945	0.2834230274
946	0.2832968663
947	0.2831962171
948	0.283130675
949	0.283049177
950	0.283019483
951	0.2829707939
952	0.2829144947
953	0.2828621121
954	0.2827770371
955	0.2825872207
956	0.2825291662
957	0.2822600771
958	0.282242908
959	0.2821771708
960	0.2821478414
961	0.2820809911
962	0.2819639313
963	0.2818653202
964	0.2817374867
965	0.2816147233
966	0.2815449067
967	0.2814538316
968	0.2813612831
969	0.2813295882
970	0.2811273125
971	0.280922955
972	0.2808877426
973	0.2805681629
974	0.280429257
975	0.2802336731
976	0.2800378539
977	0.2799549463
978	0.2797410784
979	0.2797059258
980	0.279644606
981	0.2794536094
982	0.2792584082
983	0.2790215322
984	0.2789309736
985	0.2788295318
986	0.2786986453
987	0.27850675
988	0.2784436644
989	0.2783165436
990	0.2782508978
991	0.2780276001
992	0.2779961954
993	0.2779477632
994	0.2778722
995	0.2778082648
996	0.2777260222
997	0.2776818893
998	0.2775624027
999	0.2773276919
