iter	MultiClass
236	0.7240650777
237	0.7238940562
238	0.7237035744
239	0.7234535626
240	0.7233235707
241	0.723249649
242	0.7230272124
243	0.7227970172
244	0.7227325534
245	0.722595801
246	0.722386247
247	0.7223547091
248	0.7222556796
249	0.7221779004
250	0.7221233187
251	0.7220208821
252	0.7218661245
253	0.7216808042
254	0.7215451467
255	0.7213624287
256	0.7212745628
257	0.7211257087
258	0.7210159775
259	0.7208084645
260	0.7207461056
261	0.7206124448
262	0.7205691311
263	0.7204370862
264	0.7202787042
265	0.7201787661
266	0.719996416
267	0.7198835716
268	0.719827105
269	0.7196767025
270	0.7194842296
271	0.7193724863
272	0.7192300057
273	0.718978949
274	0.7188923251
275	0.7187441885
276	0.7186827207
277	0.7186354209
278	0.7185253606
279	0.7184443732
280	0.7181665188
281	0.7180797153
282	0.7179063385
283	0.7178863306
284	0.7177451754
285	0.7176609224
286	0.7175608912
287	0.7174782033
288	0.7173848308
289	0.7172780001
290	0.7170378736
291	0.7169703531
292	0.7168538269
293	0.7166891189
294	0.7165264502
295	0.716231817
296	0.7161757165
297	0.7160162313
298	0.7158957323
299	0.7157787046
300	0.7156190838
301	0.7154959492
302	0.715367242
303	0.7152010799
304	0.7150772864
305	0.7149630903
306	0.7149449194
307	0.7148508815
308	0.7147590307
309	0.7145957567
310	0.7145380397
311	0.7143804805
312	0.714189644
313	0.7141597361
314	0.7139757925
315	0.7137791721
316	0.7136551726
317	0.7135849142
318	0.7134187183
319	0.7132188951
320	0.7131676586
321	0.7130803878
322	0.7130548556
323	0.712962382
324	0.7128600455
325	0.7127657355
326	0.7127010781
327	0.7126028423
328	0.7124224361
329	0.7122901552
330	0.7120986014
331	0.7119892421
332	0.7118450907
333	0.7117720246
334	0.7115674634
335	0.7114088317
336	0.7113288975
337	0.7112179874
338	0.7111566536
339	0.7110510657
340	0.7108465236
341	0.7106720921
342	0.7105842569
343	0.7102474871
344	0.71014553
345	0.7100357272
346	0.7099611295
347	0.7097579205
348	0.7096041833
349	0.7094455603
350	0.7093867822
351	0.7092600508
352	0.7091658965
353	0.7090993188
354	0.7089400641
355	0.7086944901
356	0.7086263911
357	0.7083803079
358	0.7082698201
359	0.708076321
360	0.7079317614
361	0.7077226341
362	0.7076359438
363	0.7074867097
364	0.707373817
365	0.7073522703
366	0.707214241
367	0.7070805953
368	0.7070222116
369	0.7068158016
370	0.7064809706
371	0.7064312403
372	0.7063154327
373	0.7061519462
374	0.7060610848
375	0.7059463932
376	0.7058707729
377	0.7058017556
378	0.7056916125
379	0.7055489821
380	0.7055025666
381	0.7054466393
382	0.7052512512
383	0.7050731825
384	0.7049044426
385	0.7048229565
386	0.7047383296
387	0.7046449318
388	0.7046127042
389	0.7044829936
390	0.7042540382
391	0.7041227515
392	0.7039737822
393	0.7038552443
394	0.703585133
395	0.7034415352
396	0.7033013275
397	0.7031804748
398	0.7031082418
399	0.7030131581
400	0.7028491325
401	0.7027084363
402	0.7025936449
403	0.7025104065
404	0.7024677463
405	0.7024151497
406	0.7023207155
407	0.7022262485
408	0.7021666872
409	0.702033514
410	0.7019114286
411	0.7018028559
412	0.7017106692
413	0.7016484791
414	0.7015083513
415	0.7013751142
416	0.7013269807
417	0.7011995183
418	0.7010259618
419	0.7008996698
420	0.700779699
421	0.7006996192
422	0.700596966
423	0.7005040702
424	0.7003636392
425	0.7001517848
426	0.7000911218
427	0.6998739831
428	0.6997576808
429	0.6996421744
430	0.6995581578
431	0.6995091968
432	0.699433833
433	0.6993799978
434	0.6992057206
435	0.6990366234
436	0.6989333955
437	0.6988283324
438	0.698665824
439	0.6985259656
440	0.698463267
441	0.6982698934
442	0.6981103915
443	0.6980042977
444	0.6979398914
445	0.6978630236
446	0.6977882073
447	0.6976833919
448	0.6974641794
449	0.6973380629
450	0.6972697915
451	0.6971396508
452	0.6969740536
453	0.696813528
454	0.6966476412
455	0.6964793239
456	0.6964179099
457	0.6962393593
458	0.6960101249
459	0.6958911089
460	0.695801577
461	0.6956888148
462	0.6956144878
463	0.6955250594
464	0.6954100595
465	0.6952983672
466	0.695136643
467	0.6950461453
468	0.6949736077
469	0.6948345171
470	0.6946405434
471	0.6944498283
472	0.6943772532
473	0.6941845285
474	0.694004468
475	0.6938329749
476	0.6937864257
477	0.6936156239
478	0.6934739443
479	0.6934434354
480	0.6932812184
481	0.693105869
482	0.6929180268
483	0.6928174997
484	0.6926314779
485	0.6924962269
486	0.6924330909
487	0.6923177417
488	0.6921412319
489	0.6919838212
490	0.6919241402
491	0.6918456088
492	0.6917517488
493	0.6917279861
494	0.6916314236
495	0.6915313993
496	0.691502128
497	0.6913962351
498	0.6913203573
499	0.6912386765
500	0.6911812221
501	0.6909462562
502	0.6908445304
503	0.6907265977
504	0.6906512155
505	0.6905484474
506	0.6904252338
507	0.6902239762
508	0.6901607814
509	0.6900884995
510	0.689929145
511	0.6898617858
512	0.6896382372
513	0.6895226277
514	0.6894851925
515	0.6893292006
516	0.6893035995
517	0.6891267276
518	0.6890925974
519	0.6889386842
520	0.6886813578
521	0.6886022277
522	0.6885063293
523	0.688320553
524	0.6881848412
525	0.6880354419
526	0.688007391
527	0.687894217
528	0.687837457
529	0.687808556
530	0.6877637185
531	0.6876268761
532	0.6875816756
533	0.6874409968
534	0.6872171284
535	0.6871162946
536	0.687071625
537	0.6868006905
538	0.6867558266
539	0.6866543248
540	0.6865996723
541	0.6864489214
542	0.6862839692
543	0.6862064574
544	0.6861438835
545	0.6860855244
546	0.6859715009
547	0.6858809764
548	0.6856807038
549	0.6856391251
550	0.6855412956
551	0.6854060824
552	0.6852673479
553	0.6852038806
554	0.685095583
555	0.6850042806
556	0.684863193
557	0.6847266485
558	0.6845603383
559	0.6844619983
560	0.6843317722
561	0.6842016397
562	0.684143836
563	0.6840387175
564	0.683881193
565	0.6837174945
566	0.6836379248
567	0.6835492739
568	0.6834112665
569	0.6833530818
570	0.683173513
571	0.6830344345
572	0.6829366628
573	0.6827997483
574	0.6827579879
575	0.682515534
576	0.6824510622
577	0.6823764776
578	0.6822865036
579	0.6821219662
580	0.6819342619
581	0.6818669284
582	0.6817138119
583	0.6815979086
584	0.6815243398
585	0.6814229929
586	0.6813577388
587	0.6813162623
588	0.6812688677
589	0.6812009399
590	0.6811624621
591	0.6810764629
592	0.6809961081
593	0.6808646758
594	0.6807440459
595	0.680693173
596	0.6805051741
597	0.6804121433
598	0.680355881
599	0.6801282201
600	0.6800457043
601	0.6798631307
602	0.6797310064
603	0.6796864898
604	0.6794535301
605	0.6793653076
606	0.6792544883
607	0.6792036965
608	0.6791532921
609	0.6790081363
610	0.6789705543
611	0.6788798491
612	0.6787722961
613	0.6785732877
614	0.6783810462
615	0.6783028886
616	0.6782488374
617	0.6781023917
618	0.6779026634
619	0.6778623251
620	0.6776654205
621	0.6775426346
622	0.6774256347
623	0.6773885906
624	0.6773429772
625	0.6772970505
626	0.6771910789
627	0.6771006759
628	0.6770507512
629	0.6770131247
630	0.6769624563
631	0.676913652
632	0.6768635821
633	0.67677405
634	0.6767289837
635	0.6766545156
636	0.6766019769
637	0.6765518519
638	0.6763105354
639	0.6761624786
640	0.6760995883
641	0.6759370882
642	0.675814286
643	0.6757347449
644	0.6756175875
645	0.6755095526
646	0.6754140349
647	0.6753256469
648	0.6751565953
649	0.6750316491
650	0.6749355532
651	0.6748787912
652	0.6747048402
653	0.6746683819
654	0.674609033
655	0.6745184028
656	0.6744564119
657	0.6743967087
658	0.6742606689
659	0.6741019068
660	0.6739782263
661	0.6738842933
662	0.6738032047
663	0.6737837169
664	0.6736925132
665	0.6735821784
666	0.6735076639
667	0.6734417646
668	0.6732090292
669	0.6730967016
670	0.6730247583
671	0.6729821762
672	0.6728212534
673	0.6727227321
674	0.6725630003
675	0.672414549
676	0.6723172399
677	0.6722629644
678	0.672214685
679	0.6720398687
680	0.6719360892
681	0.6719099552
682	0.6718203704
683	0.6717496011
684	0.6715292074
685	0.6714708223
686	0.6713431798
687	0.6712585268
688	0.6712006483
689	0.671069241
690	0.6709432797
691	0.6708762404
692	0.6708073031
693	0.6707826758
694	0.6706710273
695	0.6706245342
696	0.6705262848
697	0.6703707139
698	0.6702875107
699	0.6702016815
700	0.6701777445
701	0.6700137127
702	0.6699881735
703	0.669919493
704	0.6696591367
705	0.6695647793
706	0.6694206394
707	0.6693614854
708	0.6692555648
709	0.6691396315
710	0.6690288547
711	0.6688932928
712	0.6688253712
713	0.6686735316
714	0.6686548809
715	0.6685538891
716	0.6685046769
717	0.6683504923
718	0.6683208824
719	0.6681810869
720	0.6681351066
721	0.6679932241
722	0.6679430112
723	0.667825881
724	0.6677563482
725	0.6676827687
726	0.6676581897
727	0.6675998636
728	0.6674780053
729	0.6674309334
730	0.667361019
731	0.6673096996
732	0.6672454711
733	0.6670560634
734	0.6668914508
735	0.6667461286
736	0.6666988628
737	0.6665846746
738	0.6665161547
739	0.6664750554
740	0.6664111268
741	0.6662794877
742	0.6661298202
743	0.666061483
744	0.6659931248
745	0.6659493995
746	0.6658445146
747	0.6657242726
748	0.6655660149
749	0.6654465437
750	0.6653729597
751	0.6652955218
752	0.6652240125
753	0.6651275459
754	0.6650911613
755	0.6650466285
756	0.6649993411
757	0.6649420881
758	0.6648870227
759	0.6647138905
760	0.6645367696
761	0.6644045735
762	0.6643700694
763	0.6643153454
764	0.6642178776
765	0.6641520748
766	0.6639523589
767	0.6638220553
768	0.6637455826
769	0.6636216674
770	0.6634920952
771	0.663435044
772	0.6633595612
773	0.6632664023
774	0.6632010441
775	0.6630392272
776	0.6629576407
777	0.6629265552
778	0.6628106594
779	0.6626728383
780	0.6625408252
781	0.6624869238
782	0.6624118726
783	0.6623582141
784	0.6623330934
785	0.6622294023
786	0.662164236
787	0.6620483487
788	0.6619554271
789	0.6618819867
790	0.661789155
791	0.6617475259
792	0.6616588426
793	0.6614772959
794	0.6613705065
795	0.6613027747
796	0.6611504907
797	0.6609675448
798	0.6609086261
799	0.6607928249
800	0.6607827578
801	0.6606862366
802	0.6606003079
803	0.6605528832
804	0.6604845345
805	0.660325908
806	0.6602047704
807	0.6601213137
808	0.6600911632
809	0.6600527369
810	0.6598967022
811	0.659762247
812	0.6597378225
813	0.6595494032
814	0.6595036191
815	0.6594304906
816	0.659250267
817	0.6591398706
818	0.6589827237
819	0.6589011271
820	0.6588238198
821	0.6587365077
822	0.6587029491
823	0.6585576327
824	0.6584179999
825	0.6582912732
826	0.658227355
827	0.6582045427
828	0.6580763701
829	0.6580008118
830	0.6579309823
831	0.6577320005
832	0.6576761815
833	0.6576012591
834	0.6574798037
835	0.6573418022
836	0.6572830392
837	0.6572237889
838	0.6571499104
839	0.6571025499
840	0.6570725195
841	0.6569916597
842	0.6567797607
843	0.656705228
844	0.6566637994
845	0.6565655156
846	0.6564820748
847	0.6563827167
848	0.6562687085
849	0.6562058645
850	0.65616275
851	0.6559981375
852	0.6559399848
853	0.6557689498
854	0.6556655674
855	0.6554897547
856	0.6553922963
857	0.6553457565
858	0.6552491108
859	0.6552251991
860	0.655145625
861	0.6550203064
862	0.6549335268
863	0.6548942617
864	0.6547956238
865	0.6547213016
866	0.6546781419
867	0.6546432209
868	0.6545674609
869	0.6544604451
870	0.6544154457
871	0.6543151043
872	0.6542329056
873	0.6540822962
874	0.6539610006
875	0.6538324605
876	0.6537289412
877	0.6535988
878	0.653485134
879	0.6534523428
880	0.6533520226
881	0.6532597638
882	0.6531502454
883	0.6530280827
884	0.6529934656
885	0.6528845856
886	0.652788766
887	0.6526401047
888	0.6525722913
889	0.6523966513
890	0.6522749358
891	0.6521638939
892	0.6521099116
893	0.651898498
894	0.6518665411
895	0.6517393147
896	0.6515838327
897	0.6515385974
898	0.6514566384
899	0.6513717847
900	0.6512526404
901	0.6511674185
902	0.6510409535
903	0.6509902263
904	0.6509035472
905	0.6507328605
906	0.6506435409
907	0.6505685796
908	0.650502502
909	0.6503935594
910	0.6502897222
911	0.6501164232
912	0.6500455304
913	0.6499349574
914	0.6498544103
915	0.6497857903
916	0.6495576891
917	0.6495033641
918	0.6494075609
919	0.6493324043
920	0.649247229
921	0.6491134715
922	0.6489372163
923	0.6488886837
924	0.6486805047
925	0.6485800336
926	0.6485408549
927	0.6484849274
928	0.6484441791
929	0.6483941247
930	0.6481761349
931	0.6481238612
932	0.6480449624
933	0.6480068
934	0.6479241911
935	0.6478906645
936	0.6478104678
937	0.6477473518
938	0.6476453359
939	0.6475267
940	0.6474687363
941	0.6472537172
942	0.6471933014
943	0.6471499479
944	0.6470467619
945	0.6468791697
946	0.6468040425
947	0.6466614624
948	0.6465970333
949	0.6465251485
950	0.6463997369
951	0.6462865175
952	0.6461517339
953	0.6460563028
954	0.6459851788
955	0.6458958329
956	0.6457658146
957	0.6457292671
958	0.6456590277
959	0.6456336619
960	0.6455789134
961	0.6454826797
962	0.6454424248
963	0.6454184976
964	0.6452881547
965	0.6451305329
966	0.6449957653
967	0.6449108585
968	0.64478814
969	0.6447266853
970	0.6446759618
971	0.6445722254
972	0.6444711949
973	0.6443953483
974	0.6443165096
975	0.6442410369
976	0.6442214773
977	0.6441810854
978	0.6441307502
979	0.6439381719
980	0.6438809064
981	0.6437021618
982	0.6436354832
983	0.6435580312
984	0.6434854847
985	0.6434365856
986	0.6433721934
987	0.6433435036
988	0.6432071159
989	0.6430629841
990	0.6429184211
991	0.6428507026
992	0.6427977768
993	0.6426314877
994	0.6425862002
995	0.6425448742
996	0.6424746498
997	0.6424419759
998	0.6423770353
999	0.6422339698
